ORDERDATE,SALESAMOUNT,PRODUCT_SALES_R,PRODUCT_SALES_M,COUNTRY_SALES_CANADA,COUNTRY_SALES_UNITED_STATES,COUNTRY_SALES_AUSTRALIA,COUNTRY_SALES_UNITED_KINGDOM,COUNTRY_SALES_GERMANY,COUNTRY_SALES_FRANCE,MIN_SALESAMOUNT_3,MIN_SALESAMOUNT_7,MIN_SALESAMOUNT_14,MIN_SALESAMOUNT_30,MAX_SALESAMOUNT_3,MAX_SALESAMOUNT_7,MAX_SALESAMOUNT_14,MAX_SALESAMOUNT_30,SUM_SALESAMOUNT_3,SUM_SALESAMOUNT_7,SUM_SALESAMOUNT_14,SUM_SALESAMOUNT_30,AVG_SALESAMOUNT_3,AVG_SALESAMOUNT_7,AVG_SALESAMOUNT_14,AVG_SALESAMOUNT_30,STDDEV_SALESAMOUNT_3,STDDEV_SALESAMOUNT_7,STDDEV_SALESAMOUNT_14,STDDEV_SALESAMOUNT_30,MIN_PRODUCT_SALES_R_3,MIN_PRODUCT_SALES_R_7,MIN_PRODUCT_SALES_R_14,MIN_PRODUCT_SALES_R_30,AVG_PRODUCT_SALES_R_3,AVG_PRODUCT_SALES_R_7,AVG_PRODUCT_SALES_R_14,AVG_PRODUCT_SALES_R_30,AVG_PRODUCT_SALES_M_3,AVG_PRODUCT_SALES_M_7,AVG_PRODUCT_SALES_M_14,AVG_PRODUCT_SALES_M_30,AVG_COUNTRY_SALES_AUSTRALIA_3,AVG_COUNTRY_SALES_AUSTRALIA_7,AVG_COUNTRY_SALES_AUSTRALIA_14,AVG_COUNTRY_SALES_AUSTRALIA_30,AVG_COUNTRY_SALES_UNITED_STATES_3,AVG_COUNTRY_SALES_UNITED_STATES_7,AVG_COUNTRY_SALES_UNITED_STATES_14,AVG_COUNTRY_SALES_UNITED_STATES_30,STDDEV_COUNTRY_SALES_UNITED_STATES_3,STDDEV_COUNTRY_SALES_UNITED_STATES_7,STDDEV_COUNTRY_SALES_UNITED_STATES_14,STDDEV_COUNTRY_SALES_UNITED_STATES_30,AVG_COUNTRY_SALES_UNITED_KINGDOM_3,AVG_COUNTRY_SALES_UNITED_KINGDOM_7,AVG_COUNTRY_SALES_UNITED_KINGDOM_14,AVG_COUNTRY_SALES_UNITED_KINGDOM_30,AVG_COUNTRY_SALES_GERMANY_3,AVG_COUNTRY_SALES_GERMANY_7,AVG_COUNTRY_SALES_GERMANY_14,AVG_COUNTRY_SALES_GERMANY_30,LAG_SUM_SALESAMOUNT_7_7,LAG_SUM_SALESAMOUNT_7_14,LAG_SUM_SALESAMOUNT_7_21,LAG_SUM_SALESAMOUNT_7_28,LAG_SUM_SALESAMOUNT_14_7,LAG_SUM_SALESAMOUNT_14_14,LAG_SUM_SALESAMOUNT_14_21,LAG_SUM_SALESAMOUNT_14_28,LAG_SUM_SALESAMOUNT_30_7,LAG_SUM_SALESAMOUNT_30_14,LAG_SUM_SALESAMOUNT_30_21,LAG_SUM_SALESAMOUNT_30_28,LAG_AVG_SALESAMOUNT_7_7,LAG_AVG_SALESAMOUNT_7_14,LAG_AVG_SALESAMOUNT_7_21,LAG_AVG_SALESAMOUNT_7_28,LAG_AVG_SALESAMOUNT_14_7,LAG_AVG_SALESAMOUNT_14_14,LAG_AVG_SALESAMOUNT_14_21,LAG_AVG_SALESAMOUNT_14_28,LAG_AVG_SALESAMOUNT_30_7,LAG_AVG_SALESAMOUNT_30_14,LAG_AVG_SALESAMOUNT_30_21,LAG_AVG_SALESAMOUNT_30_28,LAG_AVG_PRODUCT_SALES_R_7_7,LAG_AVG_PRODUCT_SALES_R_7_14,LAG_AVG_PRODUCT_SALES_R_7_21,LAG_AVG_PRODUCT_SALES_R_7_28,MOVING_AVERAGE_SUM_SALESAMOUNT,PRODUCT_SALES_R_AVG_7_RATE_OF_CHANGE_21,AVG_SALESAMOUNT_14_RATE_OF_CHANGE_28,AVG_SALESAMOUNT_7_RATE_OF_CHANGE_14,AVG_SALESAMOUNT_7_AVG_30_RATIO,COUNTRY_SALES_UNITED_STATES_AVG_3_RATIO,PRODUCT_SALES_M_AVG_3_RATIO
2012-02-14,18247.6460,12078.0300,6169.6160,5407.9025,2854.4096,9985.3339,,,,9550.7417,7412.6607,7412.6607,7412.6607,22547.2507,26391.0766,26391.0766,26391.0766,68571.2658,130898.8134,255736.2530,499810.5573,17142.8164500,16362.3516750,17049.0835333,16122.9212032,5454.069931716244,7046.0861056590575,5843.413867472908,4837.451116796169,5407.9025,5363.5625,5363.5625,4747.9800,12504.4437500,11470.6318750,12788.9830000,12268.9633064,4638.3727000,4891.7198000,4564.3934285,4424.9146222,4782.8196333,5654.0080857,5526.9009384,4901.6694428,6878.6454000,5746.9835857,6224.5195642,6339.2543535,3035.461385903416,2848.0454752390883,3172.954724438568,2973.183870878228,2626.7098000,2434.1726000,2510.2928444,2529.1935222,1538.5052333,2157.6672000,2161.0808142,2282.9530071,132250.1003,120125.2586,128711.6333,135098.9963,240422.7689,229910.8852,244445.3789,247310.2242,503183.1074,495364.1261,534291.1323,602185.2089,16531.2625375,15015.6573250,16088.9541625,16887.3745375,16028.1845933,15327.3923466,16296.3585933,16487.3482800,16231.7131419,15979.4879387,17235.1978161,19425.3293193,13179.1565625,11671.9218750,13260.2834375,12764.0665625,129092.8337933333,-85.221502976190,20.061973332143,96.192453571429,1.014850315819,1.085087459253,1.048240044391
2012-02-15,16397.5571,10250.2625,6147.2946,2443.3500,2049.0982,8723.1089,3182.0000,,,9550.7417,8501.7782,7412.6607,7412.6607,22547.2507,26391.0766,26391.0766,26391.0766,66743.1955,139883.7098,260181.2201,505268.1970,16685.7988750,17485.4637250,17345.4146733,16298.9740967,5409.501152294936,6063.291554423964,5676.831717994918,4740.88269703786,5407.9025,5407.9025,5363.5625,5363.5625,12058.5868750,12081.4693750,12675.4945000,12446.4562903,4627.2120000,5403.9943500,4669.9201733,4423.2611851,6963.3351000,6295.7864000,6030.0968153,5030.3177857,4955.4238000,5728.0601142,5828.7790785,6356.5085750,3053.5644181773873,2875.9867957858096,3331.1797628533764,2945.732373567936,3182.0000000,2621.1294500,2621.4525666,2563.5517578,1283.2087500,2389.1131400,2161.0808142,2282.9530071,128799.2885,120129.1418,118962.9272,133117.7707,229998.5404,229475.5244,231143.2115,245786.2117,491915.5996,497963.0039,511906.5269,601335.5371,16099.9110625,15016.1427250,14870.3659000,16639.7213375,15333.2360266,15298.3682933,15409.5474333,16385.7474466,15868.2451483,16063.3227064,16513.1137709,19397.9205516,12491.6678125,11416.2700000,12038.9050000,13037.0584375,129736.4502333333,2.026875000000,34.273829525000,176.380071428571,1.072795356399,0.779582650056,1.046108698168
2012-02-16,23598.2839,19500.0875,4098.1964,5625.3500,8855.5732,2181.5625,,4492.4482,2443.3500,9550.7417,9550.7417,7412.6607,7412.6607,23598.2839,26391.0766,26391.0766,26391.0766,67794.2287,154980.2155,264849.6141,513690.3892,16948.5571750,19372.5269375,17656.6409400,16570.6577161,5800.510672266095,5148.043118557196,5893.7299731396715,4912.602668914833,5407.9025,5407.9025,5363.5625,5363.5625,11809.0706250,13712.3953125,13126.3035000,12719.5800000,5139.4865500,5660.1316250,4530.3374400,4421.6077481,6963.3351000,6383.7267571,5792.1063769,5034.2514607,5020.8706750,6118.9992500,6138.8364785,6471.8736892,3158.539843083441,2883.115158887687,3400.7558597304483,2979.1014984015833,3182.0000000,2621.1294500,2621.4525666,2563.5517578,2637.7191000,2798.9327800,2491.2073428,2547.9143071,129891.4307,126436.4329,110719.0533,127232.2636,240404.0279,224461.8737,221895.0169,243764.6457,494465.9514,492709.5843,509791.2412,588269.8589,16236.4288375,15804.5541125,13839.8816625,15904.0329500,16026.9351933,14964.1249133,14793.0011266,16250.9763800,15950.5145612,15893.8575580,16444.8787483,18976.4470612,12633.7659375,12207.4715625,11520.6953125,13069.7818750,134829.7646133333,104.366666666667,50.202305714286,254.855201785714,1.169086180489,0.775798619707,1.162356962173
2012-02-17,21889.7007,19840.6025,2049.0982,2443.3500,1000.4375,5625.3500,8589.9025,2181.5625,2049.0982,16397.5571,9550.7417,7412.6607,7412.6607,23598.2839,26391.0766,26391.0766,26391.0766,80133.1877,156847.8841,270815.4791,516214.8392,20033.2969250,19605.9855125,18054.3652733,16652.0915870,3294.5672659090496,5223.500730876137,5969.25547642769,4980.919734553971,10250.2625,5407.9025,5363.5625,5363.5625,15417.2456250,14458.1284375,13524.0278333,12801.0138709,4616.0513000,5147.8570750,4530.3374400,4421.6077481,6628.8388250,5922.2663000,5780.1952071,5084.0617928,3689.8796250,5731.7793875,5549.5945142,6200.8213678,3526.4553923082276,3361.6107446650926,3532.386800573454,3121.132633586129,5885.9512500,3814.8840600,3105.8127666,2864.8692950,3337.0053500,2696.0377333,2452.5017375,2523.4908533,140358.6716,137926.1299,111907.5893,134910.5950,254101.4920,232588.8832,231288.6004,245813.7439,497938.3160,494431.3949,498816.4772,586086.3728,17544.8339500,17240.7662375,13988.4486625,16863.8243750,16940.0994666,15505.9255466,15419.2400266,16387.5829266,16062.5263225,15949.3998354,16090.8541032,18906.0120258,12906.4612500,12610.7640625,10898.0603125,13517.2987500,141211.8846800000,169.527053571429,59.527940953571,168.944233928571,1.177388762851,0.595063041835,1.043975757909
2012-02-18,19015.6417,14872.8025,4142.8392,,6544.6875,8505.9642,3964.9900,,,16397.5571,9550.7417,7412.6607,7412.6607,23598.2839,23598.2839,26391.0766,26391.0766,80901.1834,149472.4492,265647.8113,514292.9945,20225.2958500,18684.0561500,17709.8540866,16590.0965967,3176.0635484306727,4448.212063836316,5734.780658832465,4937.575173274985,10250.2625,5407.9025,5363.5625,5363.5625,16115.9387500,14310.1912500,13454.2178333,12737.5787903,4109.3571000,4373.8649000,4255.6362533,4423.2611851,6258.9964000,5626.3492142,5837.9948214,5222.6707821,4612.4491000,5745.5472500,5961.1443357,6319.3337785,3712.8175732858526,3365.1238952717026,3259.415951606275,3066.5283778667285,5245.6308333,4198.0624200,3316.2094777,2851.5857600,3337.0053500,2257.9052800,2452.5017375,2523.4908533,134400.9895,143910.7885,116160.5714,134451.3122,255082.2834,240288.7939,239361.1836,246008.1279,494222.1363,499583.0235,500365.1550,553063.6582,16800.1236875,17988.8485625,14520.0714250,16806.4140250,17005.4855600,16019.2529266,15957.4122400,16400.5418600,15942.6495580,16115.5814032,16140.8114516,17840.7631677,12420.6784375,13871.1209375,11170.7556250,13974.9531250,138898.0683000000,149.496934523810,46.761150950000,49.657684821429,1.126217441899,0.729894837284,0.929033337177
2012-02-19,20281.4471,14134.1525,6147.2946,,9376.7757,4230.6607,2181.5625,2049.0982,2443.3500,19015.6417,9550.7417,7412.6607,7412.6607,23598.2839,23598.2839,26391.0766,26391.0766,84785.0734,151528.2689,262699.7638,518518.1416,21196.2683500,18941.0336125,17513.3175866,16726.3916645,1986.8364831737001,4477.233449870329,5580.547778803843,4980.4776235918325,14134.1525,5407.9025,5363.5625,5363.5625,17086.9112500,14572.7490625,12985.9563333,12675.5740322,4109.3571000,4368.2845500,4527.3612533,4484.8338071,5135.8843500,5919.0775285,5661.8754357,5217.9399142,6444.3684750,5699.8961375,5936.1506357,6314.5181785,3832.291252259581,3305.105318934301,3229.5245803564962,3061.431269234132,4912.1516666,4220.0910000,3287.1219777,2819.6798904,2907.7029666,2257.9052800,2407.6791222,2514.6599000,133718.7456,140072.0071,121171.0810,126263.0725,257846.9681,244981.8785,230426.4111,253121.7753,508918.1345,502046.3224,502128.6336,548080.9624,16714.8432000,17509.0008875,15146.3851250,15782.8840625,17189.7978733,16332.1252333,15361.7607400,16874.7850200,16416.7140161,16195.0426580,16197.6978580,17680.0310451,12338.1881250,13903.5478125,11028.6575000,12436.3584375,138755.8388466667,168.766264880952,22.804734521429,102.288051785714,1.132404046995,1.020563769528,0.916278568337
2012-02-20,11059.4571,8988.0375,2071.4196,,2181.5625,6434.5446,2443.3500,,,11059.4571,9550.7417,7412.6607,7412.6607,21889.7007,23598.2839,26391.0766,26391.0766,72246.2466,140040.4753,257815.4363,514048.0148,18061.5616500,17505.0594125,17187.6957533,16582.1940258,4813.947682453398,4970.449921689383,5816.194305994423,5079.999795200052,8988.0375,5407.9025,5363.5625,5363.5625,14458.8987500,13133.9846875,12660.3345000,12596.7562903,3602.6629000,4371.0747250,4527.3612533,4412.4489214,6199.1298750,6526.6464000,5965.6598714,5259.8918000,4775.8658000,4898.3682375,5320.7144142,6139.9931785,3885.0727395653175,3280.473554093,3047.668443358191,3154.7383471947683,4294.9512500,4072.3610000,3316.2094777,2636.9937523,2115.3303500,2376.5247250,2407.6791222,2538.4525714,127325.7027,138485.3328,117811.2318,124961.7183,251136.5002,242648.6714,233134.3869,242991.0525,506758.8934,505664.5417,511811.5368,540006.4556,15915.7128375,17310.6666000,14726.4039750,15620.2147875,16742.4333466,16176.5780933,15542.2924600,16199.4035000,16347.0610774,16311.7594096,16510.0495741,17419.5630838,11280.1303125,13958.5606250,11126.5312500,12791.5440625,132369.6911733333,95.593020833333,35.296151903571,13.885200892857,1.055653997611,0.777829170352,0.816476964193
2012-02-21,20145.0996,13997.8050,6147.2946,2181.5625,3226.3400,6412.2232,2443.3500,1000.4375,4881.1864,11059.4571,11059.4571,7412.6607,7412.6607,20281.4471,23598.2839,26391.0766,26391.0766,70501.6455,150634.8332,263286.0006,522942.4144,17625.4113750,18829.3541500,17552.4000400,16869.1101419,4413.911735321263,3828.5804246149996,5818.865566098232,5019.659545466721,8988.0375,8988.0375,5363.5625,5363.5625,12998.1993750,14207.7225000,12889.9203333,12685.3725806,4627.2120000,4621.6316500,4662.4797066,4472.2711862,6395.8481750,6512.3435000,5835.1050500,5371.2788068,5332.3414250,4511.1105250,5247.3828357,6039.5223793,3275.6618388090096,3270.930533337279,3087.427916751333,3144.784439815904,2758.3131250,3800.8591666,3345.2969777,2705.7038714,1524.7678500,2430.8866000,2266.9549600,2435.9182333,130898.8134,132250.1003,120125.2586,128711.6333,255736.2530,240422.7689,229910.8852,244445.3789,499810.5573,503183.1074,495364.1261,534291.1323,16362.3516750,16531.2625375,15015.6573250,16088.9541625,17049.0835333,16028.1845933,15327.3923466,16296.3585933,16122.9212032,16231.7131419,15979.4879387,17235.1978161,11470.6318750,13179.1565625,11671.9218750,13260.2834375,136165.4580666667,120.752410714286,44.858623096429,164.149400892857,1.116203166119,0.882907801331,1.034644771605
2012-02-22,20517.3328,16396.8150,4120.5178,2181.5625,8855.5732,2443.3500,3071.8571,2964.5525,1000.4375,11059.4571,11059.4571,8501.7782,7412.6607,20517.3328,23598.2839,26391.0766,26391.0766,72003.3366,152904.5200,276390.6727,526452.0048,18000.8341500,19113.0650000,18426.0448466,16982.3227354,4630.138606762219,3863.2545357145596,5130.834200717092,5062.286829751345,8988.0375,8988.0375,5407.9025,5363.5625,13379.2025000,14747.5706250,13625.4705000,12865.4051612,4621.6316500,4365.4943750,4800.5743466,4400.8429241,4880.1946250,5569.5955125,5707.4400000,5357.1043379,5910.0628500,5261.2559750,5724.0978857,6086.9793137,3732.6582307105878,3515.6966041648407,3092.881738944532,3177.5020690796614,2535.0299000,3696.7160142,3317.9529900,2722.3472000,2004.6960666,2537.6197800,2463.3664600,2351.5110200,139883.7098,128799.2885,120129.1418,118962.9272,260181.2201,229998.5404,229475.5244,231143.2115,505268.1970,491915.5996,497963.0039,511906.5269,17485.4637250,16099.9110625,15016.1427250,14870.3659000,17345.4146733,15333.2360266,15298.3682933,15409.5474333,16298.9740967,15868.2451483,16063.3227064,16513.1137709,12081.4693750,12491.6678125,11416.2700000,12038.9050000,137978.4343666667,158.633363095238,107.732050475000,215.225281250000,1.125468247059,0.970935261222,1.050169644704
2012-02-23,20835.5264,16737.3300,4098.1964,,10856.4482,2832.0882,3964.9900,1000.4375,2181.5625,11059.4571,11059.4571,9550.7417,7412.6607,20835.5264,23598.2839,26391.0766,26391.0766,72557.4159,157342.4893,288724.4209,537648.9680,18139.3539750,19667.8111625,19248.2947266,17343.5150967,4728.357160449429,3734.0918370964723,4356.682422586085,4918.246825810864,8988.0375,8988.0375,5407.9025,5363.5625,14029.9968750,15558.4540625,14311.1138333,13160.4975806,4109.3571000,4109.3571000,4937.1808933,4471.5014827,4530.5515000,4833.2179250,5797.8763000,5357.1043379,6279.9809750,6362.1747250,6066.2545733,6245.9616100,4230.818863663783,3738.0839247276012,3261.702870648653,3241.392397238729,2980.8867750,3808.5717285,3376.7745363,2803.4120863,1655.1425000,2281.4227333,2319.0752100,2267.0689250,154980.2155,129891.4307,126436.4329,110719.0533,264849.6141,240404.0279,224461.8737,221895.0169,513690.3892,494465.9514,492709.5843,509791.2412,19372.5269375,16236.4288375,15804.5541125,13839.8816625,17656.6409400,16026.9351933,14964.1249133,14793.0011266,16570.6577161,15950.5145612,15893.8575580,16444.8787483,13712.3953125,12633.7659375,12207.4715625,11520.6953125,143993.3013133333,159.570595238095,159.117628571429,245.098737500000,1.134015281956,1.005446617691,0.919010564102
2012-02-24,18683.8653,14563.3475,4120.5178,4886.7000,5818.9621,4230.6607,3747.5425,,,18683.8653,11059.4571,9550.7417,7412.6607,20835.5264,21889.7007,26391.0766,26391.0766,80181.8241,152428.0707,287386.2541,537406.8266,20045.4560250,19053.5088375,19159.0836066,17335.7040838,950.5677308292919,3382.8282267777577,4353.406514555235,4915.8414770052905,13997.8050,8988.0375,5407.9025,5363.5625,15423.8243750,14941.3615625,14357.0211666,13153.4066129,4621.6316500,4112.1472750,4802.0624400,4470.7317793,3979.5805250,5089.3552000,5467.5254071,5334.4822931,7189.3308750,5982.5983375,6180.9722866,6112.8427066,3356.9490223398207,3600.3634365633347,3217.500992529806,3171.111088040973,3306.9349000,3800.9430750,3407.6718666,2892.6900409,1655.1425000,1839.2176400,2319.0752100,2267.0689250,156847.8841,140358.6716,137926.1299,111907.5893,270815.4791,254101.4920,232588.8832,231288.6004,516214.8392,497938.3160,494431.3949,498816.4772,19605.9855125,17544.8339500,17240.7662375,13988.4486625,18054.3652733,16940.0994666,15505.9255466,15419.2400266,16652.0915870,16062.5263225,15949.3998354,16090.8541032,14458.1284375,12906.4612500,12610.7640625,10898.0603125,146557.8502533333,110.980833333333,133.565842142857,107.762491964286,1.099090567386,1.176102710321,1.033752834692
2012-02-25,16577.5025,16577.5025,,,12214.3775,,,,4363.1250,16577.5025,11059.4571,9550.7417,7412.6607,20835.5264,20835.5264,23598.2839,26391.0766,76614.2270,147115.8725,277572.6800,544367.7845,19153.5567500,18389.4840625,18504.8453333,17560.2511129,1961.7655802211173,3265.925368124389,3903.0436705022785,4705.993720423819,14563.3475,8988.0375,5407.9025,5363.5625,16068.7487500,14533.4740625,14391.7680000,13444.7736290,4113.0773333,4406.8685714,4406.8685714,4556.4215000,3168.6996333,5012.7845142,5074.4593769,5217.2814071,9436.3402500,7384.3408375,6566.2944800,6486.6407066,2778.303595032041,3566.358822512626,3576.140762820451,3208.4087362213368,3594.7965333,3116.8060142,3531.1785636,2892.6900409,1982.4950000,1753.6314250,2033.7835666,2267.0689250,149472.4492,134400.9895,143910.7885,116160.5714,265647.8113,255082.2834,240288.7939,239361.1836,514292.9945,494222.1363,499583.0235,500365.1550,18684.0561500,16800.1236875,17988.8485625,14520.0714250,17709.8540866,17005.4855600,16019.2529266,15957.4122400,16590.0965967,15942.6495580,16115.5814032,16140.8114516,14310.1912500,12420.6784375,13871.1209375,11170.7556250,142710.2850800000,31.540625000000,90.979753332143,113.525741071429,1.047222157831,1.454734534687,0.902699044261
2012-02-26,12824.4464,8726.2500,4098.1964,,8726.2500,2049.0982,,,2049.0982,12824.4464,11059.4571,9550.7417,7412.6607,20835.5264,20835.5264,23598.2839,26391.0766,68921.3406,140924.6772,272171.4990,544498.6184,17230.3351500,17615.5846500,18144.7666000,17564.4715612,3413.1217378580845,3788.141043606822,4170.616753708583,4701.5402781517105,8726.2500,8726.2500,5407.9025,5363.5625,14151.1075000,13765.1550000,14171.2720000,13316.7941935,4105.6368666,4400.4910285,4257.3156428,4540.6206344,3037.2823666,4090.3750857,5064.2698153,5125.2880392,9404.0094500,7657.0361500,6498.5788400,6614.6257066,2788.0500517248424,3576.3750075409816,3520.9026599184176,3218.9489966948813,3856.2662500,2975.4420166,3677.1544600,2926.5532571,1000.4375000,1753.6314250,2031.8692375,2267.0689250,151528.2689,133718.7456,140072.0071,121171.0810,262699.7638,257846.9681,244981.8785,230426.4111,518518.1416,508918.1345,502046.3224,502128.6336,18941.0336125,16714.8432000,17509.0008875,15146.3851250,17513.3175866,17189.7978733,16332.1252333,15361.7607400,16726.3916645,16416.7140161,16195.0426580,16197.6978580,14572.7490625,12338.1881250,13903.5478125,11028.6575000,140880.5195733333,-6.590133928571,99.393066428571,64.338675000000,1.002910027132,1.421699407816,0.904201693375
2012-02-27,15220.4317,11077.5925,4142.8392,2071.4196,2181.5625,7741.1096,3226.3400,,,12824.4464,11059.4571,9550.7417,7412.6607,18683.8653,20835.5264,23598.2839,26391.0766,63306.2459,135863.6618,264844.6800,542474.2141,15826.5614750,16982.9577250,17656.3120000,17499.1681967,2456.8398264892708,3700.932091195872,4045.347127972137,4720.150369002495,8726.2500,8726.2500,5407.9025,5363.5625,12736.1731250,13383.0850000,13543.2346666,13316.8707258,4120.5178000,4114.1402571,4406.8685714,4470.7317793,4673.6228333,4591.8677857,5491.9272846,5295.8793642,7235.2880250,6757.6345000,6071.0972933,6378.4566966,4264.599255061578,3965.658444873484,3635.737386115939,3277.0517678665783,3486.9412500,3149.5716000,3681.5884600,3042.9032571,,1655.1425000,2067.3609142,2281.6003066,140040.4753,127325.7027,138485.3328,117811.2318,257815.4363,251136.5002,242648.6714,233134.3869,514048.0148,506758.8934,505664.5417,511811.5368,17505.0594125,15915.7128375,17310.6666000,14726.4039750,17187.6957533,16742.4333466,16176.5780933,15542.2924600,16582.1940258,16347.0610774,16311.7594096,16510.0495741,13133.9846875,11280.1303125,13958.5606250,11126.5312500,134415.9477133333,-27.403601190476,75.500697857143,76.231777678571,0.970500856618,1.134332075791,0.921665177741
2012-02-28,23309.8227,12997.3675,10312.4552,2443.3500,4492.4482,9939.4799,2181.5625,2181.5625,2071.4196,12824.4464,12824.4464,11059.4571,7412.6607,23309.8227,23309.8227,23598.2839,26391.0766,67932.2033,148114.0274,278603.7610,546001.4708,16983.0508250,18514.2534250,18573.5840666,17612.9506709,4494.1936149379335,3423.880776385237,3612.960401542146,4818.516526253946,8726.2500,8726.2500,8726.2500,5363.5625,12344.6781250,13884.2512500,14049.1990000,13297.0132258,6184.4969333,5291.4310571,4847.5554285,4613.5883034,6576.5625666,5092.5728285,5809.6096142,5347.8735464,6903.6595500,7046.4952125,5948.9670600,6292.5962200,4458.613454758887,3656.8573206373,3657.3257374778527,3292.064731779834,2703.9512500,3105.9403500,3545.2224636,3049.2110809,2181.5625000,1786.7475000,2267.1569857,2281.6003066,150634.8332,130898.8134,132250.1003,120125.2586,263286.0006,255736.2530,240422.7689,229910.8852,522942.4144,499810.5573,503183.1074,495364.1261,18829.3541500,16362.3516750,16531.2625375,15015.6573250,17552.4000400,17049.0835333,16028.1845933,15327.3923466,16869.1101419,16122.9212032,16231.7131419,15979.4879387,14207.7225000,11470.6318750,13179.1565625,11671.9218750,141362.0912800000,33.575937500000,115.935418571429,153.707267857143,1.051172729144,1.097108301349,1.340496057861
2012-02-29,2854.4096,782.9900,2071.4196,,2071.4196,,,,782.9900,2854.4096,2854.4096,2854.4096,2854.4096,23309.8227,23309.8227,23598.2839,26391.0766,54209.1104,130823.3374,263210.5246,532594.6708,13552.2776000,16352.9171750,17547.3683066,17180.4732516,8425.487967688641,6406.032550747645,5437.555836052756,5497.67295549722,782.9900,782.9900,782.9900,782.9900,8396.0500000,12232.3993750,13296.1963333,12996.0156451,5156.2276000,4709.1632000,4554.8271142,4473.0408896,6576.5625666,4872.6311000,5488.4000538,5394.1578851,4367.9200750,6902.1301625,5896.7677266,6145.1994333,3112.5884654898637,3847.063808110202,3709.858089079833,3380.569642386728,2703.9512500,3238.4584200,3545.2224636,3049.2110809,2181.5625000,2048.8508333,2267.1569857,2214.1189000,152904.5200,139883.7098,128799.2885,120129.1418,276390.6727,260181.2201,229998.5404,229475.5244,526452.0048,505268.1970,491915.5996,497963.0039,19113.0650000,17485.4637250,16099.9110625,15016.1427250,18426.0448466,17345.4146733,15333.2360266,15298.3682933,16982.3227354,16298.9740967,15868.2451483,16063.3227064,14747.5706250,12081.4693750,12491.6678125,11416.2700000,137540.9076800000,-12.346116071429,80.321429046429,-80.896182142857,0.951831590173,0.710785731596,1.152734286867
2012-03-01,11554.4550,11554.4550,,,2964.5525,1783.4275,2443.3500,2181.5625,2181.5625,2854.4096,2854.4096,2854.4096,2854.4096,23309.8227,23309.8227,23598.2839,26391.0766,52939.1190,121860.4596,258367.4225,530501.2326,13234.7797500,15232.5574500,17224.4948333,17112.9429870,8485.770046129326,6357.245649410191,5650.331364974413,5555.069237129872,782.9900,782.9900,782.9900,782.9900,9103.1012500,11627.1043750,13383.1425000,12994.5853225,5508.9046666,4807.2707666,4432.3296153,4559.6102714,6488.0056666,4762.6440166,4954.5784076,5369.7163111,2927.4957000,6165.7525750,5957.7980133,5951.9780766,1116.5023005702437,3981.203374110158,3649.071442418628,3391.5327571961234,2617.0841666,3112.7570000,3478.0724636,3049.2110809,2181.5625000,1787.8541666,2256.4576750,2211.9484733,157342.4893,154980.2155,129891.4307,126436.4329,288724.4209,264849.6141,240404.0279,224461.8737,537648.9680,513690.3892,494465.9514,492709.5843,19667.8111625,19372.5269375,16236.4288375,15804.5541125,19248.2947266,17656.6409400,16026.9351933,14964.1249133,17343.5150967,16570.6577161,15950.5145612,15893.8575580,15558.4540625,13712.3953125,12633.7659375,12207.4715625,139322.1464000000,-47.936264880952,80.727497142857,-295.712106250000,0.890119102341,0.491852567722,1.208196389317
2012-03-02,16814.1303,12693.6125,4120.5178,,2181.5625,9139.6821,1000.4375,,4492.4482,2854.4096,2854.4096,2854.4096,2854.4096,23309.8227,23309.8227,23309.8227,26391.0766,54532.8176,117839.0635,251583.2689,535362.7729,13633.2044000,14729.8829375,16772.2179266,17269.7668677,8645.978790044404,5999.8650464545535,5368.1755310845565,5472.541966746265,782.9900,782.9900,782.9900,782.9900,9507.1062500,11121.6396875,12929.3775000,13018.4892741,5501.4642000,4810.9910000,4434.0466461,4544.4691517,6954.1965000,5813.9096666,5489.8183769,5627.4244444,2927.4957000,5081.3918625,5512.8639666,5771.7146600,1116.5023005702437,3691.9662204577785,3677.280366537433,3444.7969864907086,1875.1166666,2519.8465000,3271.6028833,2992.9670333,2181.5625000,2181.5625000,1937.0304571,2211.9484733,152428.0707,156847.8841,140358.6716,137926.1299,287386.2541,270815.4791,254101.4920,232588.8832,537406.8266,516214.8392,497938.3160,494431.3949,19053.5088375,19605.9855125,17544.8339500,17240.7662375,19159.0836066,18054.3652733,16940.0994666,15505.9255466,17335.7040838,16652.0915870,16062.5263225,15949.3998354,14941.3615625,14458.1284375,12906.4612500,12610.7640625,139206.3150466667,-84.991502976190,45.224727857143,-348.293041071429,0.852928881458,0.507214211452,1.210584562543
